scheme_id,scheme_name,scheme_category,scheme_category_clean,issuing_authority,issuing_authority_normalized,min_age,max_age,max_annual_income,min_age_inferred,max_age_inferred,income_inferred,allowed_occupations,allowed_social_categories,required_disability_status,state_restricted_to_normalized,gender_restricted_to,is_national_scheme,eligibility_text_clean,benefit_summary,benefit_value_estimate,benefit_value_numeric,benefit_currency,required_documents,application_url,official_source_url,last_verified_date,eligibility_verified,data_quality_score
dbabocwwb,Death Benefit (A.B.O.C.W.W.B),other,other,Labour & Welfare Department,Labour & Welfare,,,,,,,daily_wage,,,Assam,any,False,1. The applicant should be a permanent resident of Assam. 1. The applicant should be a nominee/dependent of deceased worker. 1. The deceased worker should have been engaged in any building and other construction work. 1. The deceased worker should have been registered with the Assam Building and Other Construction Workers Welfare Board. 1. The deceased worker should have had an active membership with the Board.,"Under this scheme, financial assistance shall be given to the nominees/dependents of a registered worker towards death benefit, in case of normal death or due to an accident during the course of em...","₹50,000",50000.0,₹,bank_passbook;caste_certificate,https://abocwwb.assam.gov.in/,https://www.myscheme.gov.in/schemes/dbabocwwb,2026-07-10,False,70.6
dbanbocwwb,Death Benefit (ANBOCWWB),other,other,"Labour, Employment & Training Department","Labour, Employment & Training",,,,,,,daily_wage,,,Andaman and Nicobar Islands,any,False,1. The applicant should be a legal nominee or dependent of the deceased worker. 1. The deceased worker should have been a resident of the Union Territory of Andaman Nicobar Islands. 1. The deceased worker should have been engaged in any building or other construction work. 1. The financial assistance shall be given to the nominees or dependents of deceased registered workers in the event of their natural or accidental death. 1. The financial assistance shall be given to the nominees or dependents of non-registered construction workers in case of accidental death only.,The scheme provides financial assistance to the nominees or dependents of workers engaged in Building or Other Construction Works in Andaman & Nicobar Islands in the event of their natural or accid...,"₹1,00,000",100000.0,₹,aadhaar;bank_passbook;caste_certificate,https://serviceonline.gov.in/loginWindow.do,https://www.myscheme.gov.in/schemes/dbanbocwwb,2026-07-10,False,70.6
db-gbocwwb,Death Benefit (GBOCWWB),other,other,Labour and Employment Department,Labour and Employment,,,,60,60,,daily_wage,,,Goa,any,False,- The deceased should have been a Worker. - The deceased should have been between 18 to 60 years of age. - The deceased should have completed ninety days of service as a registered worker. - The deceased should have been registered with the Goa Building and Other Construction Workers Welfare Board. - The applicant should be the nominee/dependant of the deceased. - The death of the worker should have either been natural or caused due to an accident during the course of employment. - The nominee/dependant of the unregistered workers shall be eligible upon the production of a certificate from the builder or Inspector of the area stating that the deceased was a building worker.,"Through the ""Death Benefit"" scheme, the nominee/dependant of the deceased worker is provided with financial assistance. The death should have either been natural or caused due to an accident, durin...","₹30,000",30000.0,₹,ration_card,https://labour.goa.gov.in/wp-content/uploads/2020/07/Scheme-6-Death-Benefit.pdf,https://www.myscheme.gov.in/schemes/db-gbocwwb,2026-07-10,False,70.6
dbmbocwwb,Death Benefit (MBOCWWB),other,other,Labour and Employment Department,Labour and Employment,,,,,,,daily_wage,,,Meghalaya,any,False,1. The applicant should be a legal nominee or dependent of the deceased worker. 1. The deceased worker should have been a resident of the Meghalaya. 1. The deceased worker should have been engaged in any building or other construction work. 1. The deceased worker should have been registered under the Meghalaya Building Other Construction Workers Welfare Board. 1. The financial assistance shall be given to the nominees or dependents of deceased registered workers in the event of their natural or accidental death during their course of employment.,"Under the scheme, financial assistance shall be provided to the nominees or dependents of registered construction workers in the event of their natural or accidental death during the course of empl...","₹2,00,000",200000.0,₹,bank_passbook;voter_id,https://megbocwwb.gov.in/bocw_services/login.htm,https://www.myscheme.gov.in/schemes/dbmbocwwb,2026-07-10,False,70.6
dbobocwwb,Death Benefit (O.B.O.C.W.W.B),other,other,Labour and Employees State Insurance Department,Labour and Employees State Insurance,18,60,,,,,daily_wage,,,Odisha,any,False,**For Registration as a Building/ Construction Worker:** - The applicant should be a resident of Odisha. - The applicant should be a Building/ Construction Worker. - The applicant should be between 18 and 60 years. - The applicant should have engaged in building and construction work for at least 90 days in a given year. - The applicant should not be a member of any other Welfare Fund established under any law. **For the Application of the Welfare Scheme:** - The applicant should be a nominee of a deceased registered member Under the Building and Other Construction Workers Welfare Board of Odisha. - The member should have lost his/her life due to death.,"The ""Death Benefit'' scheme by the BOCW Welfare Board, Labour and Employment Department, Odisha, is a welfare scheme that provides financial assistance to the nominee(s) of the beneficiary as death...","₹1,00,000",100000.0,₹,aadhaar;bank_passbook,https://labdirodisha.gov.in/?q=node/15%27%3B,https://www.myscheme.gov.in/schemes/dbobocwwb,2026-07-10,False,82.4
dbsapbandocwwb,Death Benefit Scheme (APB&OCWWB),other,other,Labour and Employment Department,Labour and Employment,,,,,,,daily_wage,,,Arunachal Pradesh,any,False,1. The applicant should be a permanent resident of Arunachal Pradesh. 2. The applicant should be a family member of a deceased worker who was employed in the Building and Other Construction works. 3. The deceased worker should be registered with Labour Welfare Board (APB&OCWWB). 4. The deceased worker should have an active membership at the time of death. 5. The name of the nominee/ dependent should be recorded on his/her registration card before death.,"The scheme “Death Benefit Scheme” was started by the Department of Labour and Employment, Govt. of Arunachal Pradesh for registered workers of the Arunachal Pradesh Building & Other Construction Wo...","₹50,000",50000.0,₹,aadhaar;bank_passbook;ration_card;voter_id,https://tawang.nic.in/labour-welfare-board/,https://www.myscheme.gov.in/schemes/dbsapbandocwwb,2026-07-10,False,70.6
dpn,Decentralized People’s Nursery,agriculture,agriculture,Forests and Environment Department,Forests and Environment,,,,,,,farmer;student;daily_wage,,,Gujarat,any,False,"- The applicant must be interested in raising seedlings. - The scheme is open to all individuals. - The applicant must typically aim to raise a target of 20,000 seedlings. **Preference** - An applicant who can keep a piece of land reserved for the purpose of nursery for a minimum of twelve months. - An applicant who plans to undertake the nursery activity as a commercial activity and not merely a seasonal one on that piece of land. **Specific to Decentralized School / Kisan Nursery** - The interested stakeholder must submit an application in response to an advertisement in the local media. - Small and marginal farmers, Below Poverty Line (BPL) cardholder families, landless laborers, and schools can raise plants under this variant. **Specific to SCP-Decentralised Peoples Nursery** - The beneficiary or beneficiary group must belong to the Scheduled Caste community.","The scheme aims to increase tree cover and support rural incomes by enabling individuals and institutions to raise tree seedlings. It offers financial assistance per seedling, with beneficiaries re...",₹2,2.0,₹,bank_passbook;caste_certificate,https://forests.gujarat.gov.in/writereaddata/images/pdf/2-kissan-nursery-request.pdf,https://www.myscheme.gov.in/schemes/dpn,2026-07-10,False,64.7
daynulsepuk,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Self-Employment Programme – Uttarakhand,employment,employment,Urban Development,Urban Development,,,300000.0,,,,,,,Uttarakhand,any,False,"1. The beneficiary must be a resident of Uttarakhand. 1. The beneficiary is eligible for this scheme under the municipal body area. 1. The annual income of the beneficiary's family must be less than ₹3.00 lakh, as per the standards of the Government of India.","The scheme aims to promote sustainable livelihoods and economic empowerment of the urban poor by providing financial support and guidance for establishing self-employment ventures, strengthening th...",₹2,2.0,₹,aadhaar;bank_passbook;income_certificate;ration_card,https://uk.gov.in/department92/library_file/file-30-01-2025-04-25-16.pdf,https://www.myscheme.gov.in/schemes/daynulsepuk,2026-07-10,False,64.7
daynulmshguk,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Self-Help Group - Uttarakhand,women_child,women_and_child,Urban Development,Urban Development,,,300000.0,,,,,,,Uttarakhand,female,False,"1. The beneficiary must be a resident of Uttarakhand. 1. The beneficiary must be a woman. 1. To form a Self-Help Group, the beneficiary must belong to an urban body. 1. The beneficiary must have an Aadhaar card one passport-size photograph. 1. The annual income of the beneficiary's family must be less than ₹3.00 lakh.","The scheme aims to empower urban poor women in Uttarakhand by promoting the formation of self-help groups, improving their livelihoods, and supporting them in income-generating and self-employment ...","₹10,000",10000.0,₹,aadhaar,https://uk.gov.in/department92/library_file/file-30-01-2025-04-25-16.pdf,https://www.myscheme.gov.in/schemes/daynulmshguk,2026-07-10,False,70.6
daynulmsuh,Deen Dayal Antyodaya Yojana - National Urban Livelihoods Mission (DAY-NULM): Support for Urban Homeless – Uttarakhand,housing,housing,Urban Development,Urban Development,,,,,,,,,,Uttarakhand,any,False,1. Any person living under the open sky within the municipal areas of Uttarakhand is eligible to stay in a night shelter.,"The scheme aims to provide safe and accessible night shelter facilities to homeless people living under the open sky in urban areas, ensuring they have protection and support at any time.",People living under the open sky...,,₹,aadhaar;bank_passbook;income_certificate;ration_card;caste_certificate,https://uk.gov.in/department92/library_file/file-30-01-2025-04-25-16.pdf,https://www.myscheme.gov.in/schemes/daynulmsuh,2026-07-10,False,64.7
dddrs,Deen Dayal Disabled Rehabilitation Scheme,disability,disability,Ministry Of Social Justice and Empowerment - Department Of Empowerment Of Persons With Disabilities,Ministry Of Social Justice and Empowerment - Department Of Empowerment Of Persons With Disabilities,,,,,,,,,,All India,any,True,"1. Organizations registered under the Societies Registration Act, 1860, or relevant Act of the State/Union Territory. 1. A public trust that is registered under the law temporarily. 1. A charitable company that is licensed under Section 25 of the Companies Act 1958. 1. The organization must have been in existence for at least two years. 1. The organization must have a properly constituted governing body with its power, duties, and responsibilities mentioned in writing. 1. The organization must have the resources, facilities, and experience to undertake the proposed project. 1. The organization should not be run for the profit of any individual or a body of individuals. 1. The organization should not discriminate against any individual or a group with respect to their sex, religion, caste, or creed","The umbrella Central Sector Scheme of this Ministry called the ""Scheme to Promote Voluntary Action for Persons with Disabilities"" was revised w.e.f. 01.04.2003 and was renamed as the ""Deendayal Dis...",rs 1,1.0,₹,bank_passbook,https://disabilityaffairs.gov.in/upload/uploadfiles/files/revised%20DDRS%20Scheme-1-149_compressed.pdf,https://www.myscheme.gov.in/schemes/dddrs,2026-07-10,False,64.7
ddsy,Deen Dayal SPARSH Yojana (Scholarship For Promotion Of Aptitude & Research In Stamps As A Hobby),education,education,Ministry Of Communication - Department of Posts,Ministry Of Communication - Department of Posts,,,,,,,student,,,All India,any,True,"1. The applicant should be a regular student of Class 6th-9th. 1. The applicant should be studying in a recognized school in India. 1. The school should have a Philately Club and the candidate should be a member of that Club. In case the School Philately Club hasn't been established, a student having his own Philately Deposit Account may also be considered. 1. The applicant should have scored at least 60% marks or equivalent grade/ grade point in the recent final examination. Relaxation There will be a 5% relaxation for SC/ST.","""Deen Dayal SPARSH Yojana"" awards annual scholarships to students who have good academic records and are also pursuing 'Philately' as a hobby. The objective is to “Promote Philately among children ...","₹ 6,000",6000.0,₹,bank_passbook;caste_certificate;education_marksheet,https://www.westbengalpost.gov.in/docs/upload/phi_2022_07_05_application.pdf,https://www.myscheme.gov.in/schemes/ddsy,2026-07-10,False,70.6
ddssy,Deen Dayal Swasthya Seva Yojana,health,health,Health Services Department,Health Services,,,,,,,,,,Goa,any,False,1. The applicant must be a resident of the state of Goa. 1. The applicant must have resided in Goa continuously for a minimum of five years or more.,"To facilitate and take the medical services to the next level, the State of Goa envisaged the present scheme to provide its people with quality medical care and treatment of diseases, hospitalizati...","₹2,50,000",250000.0,₹,aadhaar;caste_certificate;disability_certificate;domicile_certificate;income_certificate;ration_card,https://www.goa.gov.in/wp-content/uploads/2020/09/Deen-Dayal-Swasthya-Seva-Yojana.pdf,https://www.myscheme.gov.in/schemes/ddssy,2026-07-10,False,64.7
ddugku,Deen Dayal Upadhyay Grameen Kaushalya Yojana,employment,employment,Ministry Of Rural Development - Department of Rural Development,Ministry Of Rural Development - Department of Rural Development,15,35,,,,,daily_wage,,,All India,any,True,"- The target group for DDU-GKY is poor rural youth in the age group 15-35. - The upper age limit for women candidates, and candidates belonging to Particularly Vulnerable Tribal Groups (PVTGs), Persons with Disabilities (PwDs), Transgender and other Special Groups like rehabilitated bonded labor, victims of trafficking, manual scavengers, trans-genders, HIV-positive persons, etc shall be 45 years. The poor will be identified by a process called **Participatory Identification of Poor (PIP)**. Till the time poor are identified through the use of PIP, apart from the existing list of Below Poverty Line (BPL) households, the applicant qualifying as ANY ONE of the following shall also be eligible to avail of the skilling program even if such youth are not on the BPL list - - Youth from MGNREGA worker households with at least 15 days of work in the previous financial year by any of its family members. - Youth from a household with RSBY card wherein the details of youth are mentioned in the card. - Youth from households who have been issued Antyodaya Anna Yojana / BPL PDS cards. - Youth from a household where a family member is a member of SHG under NRLM. - Youth from a household covered under auto inclusion parameters as per SECC, 2011 (when notified).","DDU-GKY focuses on the rural poor youth and its emphasis on sustainable employment through the prominence and incentives given to post-placement tracking, retention, and career progression. DDU-GKY...",- **Skill Training:** The program provides...,,₹,disability_certificate;ration_card,https://rural.nic.in/sites/default/files/DDUGKY_Guidelines_English_1.pdf,https://www.myscheme.gov.in/schemes/ddugku,2026-07-10,False,82.4
ddukk-msc,Deen Dayal Upadhyay Kaushal Kendra (DDUKK)- Mega Skill Centre,employment,employment,"Labour, Employment, Training and Skill Department","Labour, Employment, Training and Skill",18,35,,,,,,,,Jharkhand,any,False,"1. The applicant must be a resident of Jharkhand. 1. The applicant's age should be 18-35 years. 1. The applicant must belong to one of the priority groups (SC/ST, women, PwD, transgender).","The “Deen Dayal Upadhyay Kaushal Kendra (DDUKK)- Mega Skill Centre” is a component of the umbrella scheme “Mukhymantri Sarthi Yojna” launched by the Department of Labour, Employment, Training and S...",- **Comprehensive Training:** Combines technical skills...,,₹,aadhaar;bank_passbook,https://jsdm.jharkhand.gov.in/jsdm/cms/en/mega/,https://www.myscheme.gov.in/schemes/ddukk-msc,2026-07-10,False,76.5
dayalu-ii,Deen Dayal Upadhyaya Antyodaya Parivar Suraksha Yojana (DAYALU-II),other,other,Planning Department,Planning,,,,18,60,,,,,Haryana,any,False,"The benefits of assistance under the scheme shall be made available to the beneficiary if: 1. The applicant should be a resident of Haryana. 2. The applicant refers to either: • The beneficiary (in case of permanent disability), or • An eligible relative (in case of the beneficiary’s death) applying for financial assistance. 3. The applicant should possess a Family ID/Parivar Pehchaan Patra (PPP) number. 4. The applicant should have suffered accidental death or permanent disability (70% or above) due to a stray cattle/animal bite (such as cow, bull, oxen, donkey, dog bite, mule, nilgai and buffalo that roam freely.) 5. The claim should be filed within three months of the accident. 6. The scheme is effective from 24th May 2023, as per the official gazette notification. Claims for deaths or permanent disabilities occurring before this date will not be entertained. 7. Financial assistance will be provided only for cases of death or permanent disability caused by stray cattle/animal/dog bites. > **In case of death, the assistance amount shall be paid** 1. In case Member of family is deceased then assistance will be given • Head of the Family (HOF) below the age of 60 years • In case HOF is above 60 years then eldest of the family member below the age of 60 years. • In case no elder family member/HOF is below 60 years then the family member immediate above the age of 60 years. 2. In case Head of Family is deceased then assistance will be given • Eldest of the family below the age of 60 years. • In case no elder family member is below the age of 60 years then the family member immediate above the age of 60 years. 3. In case no family member is alive after the death in the family then no assistance will be paid. 4. In case the alive family member are below the age of 18 years then the assistance will be paid only at the time of any member attaining the age above 18 years. 5. In case assistance is sanctioned by suppressing true information or making wrong claim or on the basis of wrong information given by the claimant in the claim form then the assistance amount would be recovered alongwith interest @ 12% per annum.","The aim of this scheme is to provide financial assistance to residents of Haryana in case of accidental death or permanent disability occurred due to stray cattle/animal such as such as cow, bull, ...",₹ 1 Lakh,1.0,₹,disability_certificate;domicile_certificate,https://dapsy.finhry.gov.in/get-family-id,https://www.myscheme.gov.in/schemes/dayalu-ii,2026-07-10,False,64.7
dayalu,Deen Dayal Upadhyaya Antyodaya Parivar Suraksha Yojana (DAYALU),health,health,Planning Department,Planning,6,60,180000.0,,,,daily_wage;salaried,,,Haryana,any,False,"1. The applicant must be a resident of Haryana. 2. The applicant refers to either: • The beneficiary (in case of permanent disability), or • An eligible relative (in case of death) applying for financial assistance under this scheme. 3. The family income of the beneficiary must be less than ₹1.80 lakh per annum, as verified in the Family Information Data Repository (FIDR) database. 4. The beneficiary must possess a Family ID/Parivar Pehchaan Patra (PPP) number. 5. The beneficiary must be above 6 years and up to 60 years of age. 6. The scheme is effective from 1st April 2023. Claims for deaths or disabilities occurring before this date will not be entertained by the Trust. 7. Financial assistance will be provided only in cases of: • Death (natural or accidental), or • Permanent disability (caused by an accident). 8. Permanent disability is defined as 70% or more disability resulting from an accident, as certified by the Medical Authority. **Other Terms Conditions:** All registered Construction workers, Industrial Labours, Other labours, Private Sector Employee, Private contractual workers, Unorganised workers etc. registered under Haryana Labour Welfare Board (HLWB) and Haryana Building and Other Construction Workers Welfare Board (HBOCW) having annual family income below Rs. 1.80 lakh will be given compensation by HLWB/HBOCW and in case the Labour department rejects the particular claim then the compensation will be given under DAYALU scheme as per their eligibility. **In case of death, the assistance amount shall be paid:** 1. In case Member of family is deceased then assistance will be given to the Head of the Family. 2. In case Head of Family is deceased then assistance will be given- • Eldest of the family below the age of 60 years. • In case no elder family member is below the age of 60 years then the family member immediate above the age of 60 years. 3. In case no family member is alive after the death in the family then no assistance will be paid. 4. In case the alive family members are below the age of 18 years then the assistance will be paid only at the time of any member attaining the age above 18 years, subject to para 5 below. 5. In case the applications for compensation received after 1st January, 2024 where the age of the beneficiary is above 25 years and upto 45 years and there is a minor girl child in the family then out of the compensation of ₹5 lakh, ₹2.5 lakh will be given to the minor girl child in her bank account linked with her Aadhaar number, if exists, and the balance of the compensation will be given as per the scheme.",The objective of this scheme is to provide socio-financial security to eligible residents of Haryana. The scheme provides financial assistance in the event of death (natural/accidental) or permanen...,₹ 1 lakh,1.0,₹,aadhaar;bank_passbook;disability_certificate,https://dapsy.finhry.gov.in/document/Gazette_169-2024_Ext_20766.pdf,https://www.myscheme.gov.in/schemes/dayalu,2026-07-10,False,88.2
dduby,Deen Dayal Upadhyaya Bunkar Yojana,women_child,women_and_child,Industries Department,Industries,,,,,,,,,,Arunachal Pradesh,female,False,- Gender: The scheme is exclusively for women weavers. - Weaving Activity: Applicants should be engaged in weaving activities as their primary occupation. - Ownership of Working Loom(s): Applicants must possess or have ownership of a working loom(s). - Individual or Group: Both individual women weavers and groups of women weavers are eligible to apply. Companies and partnership firms are not eligible. - Unit Size and Number of Looms: There is no restriction based on unit size or the number of looms. Weavers of all categories and scales are eligible to apply.,"DDUBY is a government initiative in Arunachal Pradesh to provide affordable credit to women weavers, offering an interest subvention of 7% on short-term loans and working capital requirements.",7% interest subvention on short-term loans...,7.0,₹,aadhaar;bank_passbook;ration_card;voter_id,https://westkameng.nic.in/scheme/deen-dayal-upadhyaya-bunkar-yojana/,https://www.myscheme.gov.in/schemes/dduby,2026-07-10,False,64.7
ddugavyuk,Deen Dayal Upadhyaya Grah Aawas (Home-Stay) Vikas Yojana,housing,housing,Tourism Department,Tourism,,,,,,,,,,Uttarakhand,any,False,"1. This benefit is provided as a subsidy for the construction of homestays across the state of Uttarakhand, excluding areas under Municipal Corporations and Municipalities. 1. The applicant must be a native of Uttarakhand. 1. The building owner, who resides in the building with their family, may construct a minimum of one and a maximum of six guest rooms. 1. Upon construction of a new homestay or renovation of an existing one, the property must be registered with the Uttarakhand Tourism Development Council. 1. Preference will be given to buildings constructed or developed in the traditional hill-style architecture.","The scheme aims to promote rural and eco-tourism by encouraging local residents to develop homestay facilities, thereby generating employment and income opportunities within the state.",₹15,15.0,₹,aadhaar;domicile_certificate,https://uk.gov.in/department92/library_file/file-04-12-2023-06-02-23.pdf,https://www.myscheme.gov.in/schemes/ddugavyuk,2026-07-10,False,58.8
dduskky,Deen Dayal Upadhyaya Sahkarita Kisan Kalyan Yojana,agriculture,agriculture,Co-Operative Department,Co-Operative,,,,,,,farmer,,,Uttarakhand,any,False,"1. The applicant must be a general, small, or marginal farmer, or a farmer living below the poverty line, including their family members or a self-help group (SHG) from Uttarakhand. 1. The applicant must be a member of the cooperative society in their respective area or hold a savings account in the District Cooperative Bank. 1. Only one member from a family will be eligible to receive benefits under the scheme. 1. The benefits of the scheme will not be extended to defaulting cooperative members. 1. Currently, there is no income limit prescribed for farmers to avail of the scheme’s benefits. ***(Note: A small farmer is one who owns up to 5 acres of unirrigated land or up to 2.5 acres of irrigated land. A marginal farmer is one who owns up to 2.5 acres of unirrigated land or up to 1.25 acres of irrigated land.)***",The scheme aims to provide interest-free loans to farmers and self-help groups for agricultural and non-agricultural activities to promote self-employment and strengthen the rural economy.,₹1,1.0,₹,aadhaar,https://uk.gov.in/department92/library_file/file-04-12-2023-06-02-23.pdf,https://www.myscheme.gov.in/schemes/dduskky,2026-07-10,False,64.7
ddusy,Deen Dayal Upadhyaya Swawlamban Yojana,other,other,Department Of Finance-Planning And Investment,Department Of Finance-Planning And Investment,18,45,,,,,self_employed;unemployed,,,Arunachal Pradesh,any,False,"1. The applicant must belong to Arunachal Pradesh. 1. The applicant must be an unemployed individual. 1. The applicant must be between 18 and 45 years of age. 1. The applicant must have a minimum educational qualification of Class XII passed or its equivalent (10+2). 1. The applicant must possess a bankable and viable project proposal in any of the following sectors: - Food-processing units in agriculture, horticulture and allied sectors include packaging, cold chain, cold storage, milk processing, etc. - Eco-tourism, including home stays and tour operators. - Traditional textile weaving forthe modernisation of traditional looms and purchase of new looms to start a new weaving unit. - To be set up Small-scale manufacturing units/bamboo processing units/service centres/ diagnostic **Preference/Priority/Relaxation:** 1. The applicant will be given preference if they hold a Degree/Diploma in Tourism Hospitality, Information Technology (IT), or from an Industrial Training Institute (ITI). 1. The applicant will be given preference if they contribute more than the minimum mandatory own contribution. 1. The applicant will be given preference for opening medical clinics or diagnostic centers in Border Community Development (CD) blocks. 1. The applicant will be given preference if the project is a manufacturing unit. br","The scheme aims to encourage unemployed youth to gain access to low-cost capital for setting up an entrepreneurship. Through this scheme, a 40% front-ended capital investment subsidy is provided to...","₹10,00,000",1000000.0,₹,aadhaar;bank_passbook,https://ddusyarunachal.in/,https://www.myscheme.gov.in/schemes/ddusy,2026-07-10,False,82.4
ddauy,Deendayal Antyodaya Upchar Yojana,health,health,Public Health and Family Welfare Department,Public Health and Family Welfare,,,,,,,,,,Madhya Pradesh,any,False,"1. The applicant should be a resident of Madhya Pradesh. 1. The applicant should belong to a below-poverty-line family. 1. The applicant should be a resident of the same district or area where the application is submitted. 1. The applicant should be the head of the family. 1. The applicant’s family may include persons with disabilities, without exclusion.",The scheme aims to provide eligible BPL families with free treatment cards by issuing health access cards within a fixed time limit.,**Card Benefits** - Free issuance of...,,₹,ration_card,https://www.mpedistrict.gov.in/MPL/getphoto.aspx?ViewCircular=eVTeefDvS1Q=,https://www.myscheme.gov.in/schemes/ddauy,2026-07-10,False,64.7
day-nrlm,Deendayal Antyodaya Yojana - National Rural Livelihoods Mission,employment,employment,Ministry Of Rural Development - Department of Rural Development,Ministry Of Rural Development - Department of Rural Development,,,,,,,,,,All India,any,True,"1. SHGs should be in active existence at least for the last 6 months as per the books of account of SHGs and not from the date of opening of the S/B account. 1. SHGs should be practicing ‘Panchasutras’ i.e., Regular meetings; Regular savings; Regular inter-loaning; Timely repayment; and Up-to-date books of accounts. 1. Qualified as per grading norms fixed by NABARD. As and when the federations of the SHGs come to existence, the grading exercise may be done by the Federations to support the banks. 1. The existing defunct SHGs are also eligible for the credit if they are revived and continue to be active for a minimum period of 3 months","DAY-NRLM is the flagship program of MoRD for promoting poverty reduction through building strong institutions for the poor, particularly women, and enabling these institutions to access a range of ...",Key benefits of the Scheme include:One...,,₹,aadhaar;voter_id,https://darpg.gov.in/sites/default/files/National%20Rural%20Livilihood%20Mission.pdf,https://www.myscheme.gov.in/schemes/day-nrlm,2026-07-10,False,64.7
dugjy,Deendayal Upadhyay Gram Jyoti Yojana,other,other,Energy Department,Energy,,,,,,,,,,Madhya Pradesh,any,False,- The applicant should be residing in a rural area. - The applicant should belong to the Below the Poverty Line (BPL) category.,"The scheme aims to strengthen the rural power infrastructure by implementing feeder separation, metering, distribution system strengthening, and rural electrification works.",- **Free Electricity Connection:** Free electricity...,,₹,aadhaar;bank_passbook;ration_card;domicile_certificate;caste_certificate,https://cmhelpline.mp.gov.in/schemes.aspx?vID=0,https://www.myscheme.gov.in/schemes/dugjy,2026-07-10,False,64.7
dcgs-pulws,Deepawali Cash Gift Scheme (PULWS),other,other,"Labour Department, Puducherry","Labour Department, Puducherry",18,59,,,,100.0,self_employed;daily_wage,ews,,Puducherry,any,False,"- The applicant should be a citizen of India. - The applicant should be a resident of the Union Territory of Puducherry. - The applicant should be an Unorganized Worker: Taxi and Auto Drivers, Workers Employed in Shops & Catering Establishments, Carpenters, Nathaswara Vidwans, Hair Dressers, Tailors, Cycle Rickshaw Drivers, Cobblers, Washermans, Goldsmith, Blacksmith, Brass Vessel Makers, Sculptors, Loading and Unloading Workers, Tree Climbers, Pottery Workers, Coir Workers, Toddy Neera Tappers, Bullock Cart Drivers, Thatchers, Cooks, Hawkers, News Paper Vendors, Workers Engaged in Bricks and Tiles Manufacturing, One Hundred, Workers Engaged in Distribution of Liquid Petroleum Gas Cylinder, Domestic Workers, Light Music Instrument Players, Automobile Workshop Workers. - The applicant should be enrolled with the Puducherry Unorganised Labourers' Welfare Society. - The applicant should be between 18 to 59 years of age.The applicant should be taking an Annual Subscription of ₹100/- every year. - The applicant should be paying a Registration Fee of ₹25/-.",The Puducherry Unorganised Labourers' Welfare Society extends ₹500/- to the Unorganised Workers as a Cash Gift during the festival of Diwali. The amount is credited through Direct Benefit Transfer ...,₹500,500.0,₹,aadhaar;bank_passbook;domicile_certificate;ration_card,https://labour.py.gov.in/sites/default/files/citizens-charter-2020.pdf,https://www.myscheme.gov.in/schemes/dcgs-pulws,2026-07-10,False,88.2
dak,Delhi Arogya Kosh,health,health,Health & Family Welfare,Health & Family Welfare,,,300000.0,3,3,,,,,Delhi,any,False,**Eligibility** 1. Patients with annual family income up to Rs 3 lacs are eligible. 1. The patient should be a bonafide resident of Delhi for the last 3 years ( prior to the date of submission of the application). 1. The patient requiring treatment for any illness/ treatment/ intervention in a Government Hospital run by Delhi Govt. /Central Govt. /AIIMS /Autonomous Institutes of the State Govt. /Local Bodies.,"""Delhi Arogya Kosh” (DAK) provides Financial assistance to needy eligible patients for treatment of any illness/treatment/intervention required by the patient undergoing treatment in a Government H...",Rs. 5,5.0,₹,aadhaar;domicile_certificate;income_certificate;ration_card;voter_id,http://health.delhigovt.nic.in/wps/wcm/connect/083fff004d3a3c1181a5f5d1e963ea50/DAJSAl.pdf?MOD=AJPERES&lmod=95301809&CACHEID=083fff004d3a3c1181a5f5d1e963ea50,https://www.myscheme.gov.in/schemes/dak,2026-07-10,False,70.6
dan,Delhi Arogya Nidhi,health,health,Health & Family Welfare,Health & Family Welfare,,,,3,3,,,,,Delhi,any,False,1. Patients should have a National Food Security Card. 1. The patient must be a resident of Delhi and has to furnish domicile proof of residing in Delhi continuously for the last 3 years (prior to the date of submission of the application). 1. Treatment should be from the Government Hospital in Delhi.,Delhi Arogya Nidhi (DAN) is a scheme to provide financial assistance upto ₹1.5 lacs to needy patients who have National Food Security Cards for the treatment of diseases in Government hospitals only.,₹1,1.0,₹,aadhaar;domicile_certificate,https://health.delhi.gov.in/sites/default/files/Health/generic_multiple_files/totalform.pdf,https://www.myscheme.gov.in/schemes/dan,2026-07-10,False,58.8
